emotion,word
disgust,smut
surprise,snag
disgust,snake
fear,snare
anger,snarl
anger,snarling
anger,sneak
anticipation,sneaking
anger,sneer
disgust,sneeze
sadness,snort
sadness,sob
trust,sobriety
disgust,socialism
anger,socialist
disgust,soil
disgust,soiled
anger,soldier
trust,solidarity
trust,solidity
surprise,somatic
sadness,somber
anticipation,sonar
joy,sonnet
joy,sonorous
disgust,soot
joy,soothing
anticipation,sorcery
anger,sordid
anger,sore
sadness,sorely
disgust,soreness
fear,sorrow
sadness,sorrowful
fear,sortie
disgust,soulless
fear,soulmate
anticipation,soundness
disgust,sour
trust,sovereign
anticipation,spa
joy,spaniel
anger,spank
anger,spanking
anticipation,sparkle
fear,spasm
anger,spat
anger,spear
joy,special
trust,specialist
trust,specialize
disgust,speck
anticipation,spectacular
fear,specter
fear,speculation
anticipation,speculative
disgust,spew
disgust,spider
fear,spike
anger,spine
fear,spinster
anticipation,spirits
disgust,spit
anger,spite
anger,spiteful
surprise,splash
joy,splendid
anticipation,splendor
sadness,splitting
disgust,spoil
sadness,spoiler
trust,spokesman
trust,sponsor
fear,spook
trust,spotless
joy,spouse
sadness,sprain
fear,sprite
fear,spur
disgust,spurious
fear,squall
disgust,squeamish
anger,squelch
disgust,squirm
anger,stab
trust,stable
surprise,stagger
sadness,stagnant
disgust,stain
anger,stalemate
fear,stalk
disgust,stall
trust,stamina
anger,standoff
anger,standstill
anticipation,star
trust,stark
anticipation,starry
anticipation,start
fear,startle
surprise,startling
fear,starvation
trust,statement
trust,statistical
trust,steadfast
surprise,steady
anger,steal
disgust,stealing
surprise,stealth
surprise,stealthily
anticipation,stealthy
sadness,sterile
anger,sterling
trust,steward
disgust,sticky
anger,stifled
anger,stigma
sadness,stillborn
fear,stillness
anger,sting
anger,stingy
disgust,stink
disgust,stinking
fear,stint
anger,stolen
disgust,stomach
anger,stone
disgust,stools
anticipation,store
anger,storm
anger,storming
fear,stormy
trust,straightforward
anger,strained
fear,straits
fear,stranger
anger,strangle
anticipation,strategist
trust,strength
joy,strengthening
fear,stretcher
sadness,stricken
anger,strife
anger,strike
sadness,strip
anger,stripped
anticipation,strive
fear,stroke
trust,structural
trust,structure
anger,struggle
fear,stunned
disgust,sty
surprise,subito
sadness,subjected
anger,subjugation
joy,sublimation
anticipation,submit
fear,subordinate
anticipation,subscribe
sadness,subsidence
anger,subsidy
trust,substantiate
anger,subversion
anger,subversive
disgust,subvert
anticipation,succeed
anticipation,succeeding
anticipation,success
anticipation,successful
anger,sucker
surprise,sudden
surprise,suddenly
anger,sue
fear,sufferer
disgust,suffering
disgust,suffocating
anger,suffocation
trust,suggest
anger,suicidal
anger,suicide
anger,sullen
fear,sultan
disgust,sump
anticipation,sun
anticipation,sundial
disgust,sunk
anticipation,sunny
anticipation,sunset
joy,sunshine
joy,superman
joy,superstar
fear,superstition
anticipation,superstitious
trust,supplication
joy,supporter
trust,supporting
anger,suppress
anger,suppression
anger,supremacy
anger,surcharge
trust,surety
surprise,surge
fear,surgery
anger,surly
fear,surprise
surprise,surprised
surprise,surprising
anticipation,surprisingly
fear,surrender
sadness,surrendering
trust,surrogate
anticipation,surround
fear,surveillance
fear,suspect
anticipation,suspense
fear,suspension
fear,suspicion
anger,suspicious
disgust,swamp
disgust,swampy
disgust,swarm
anger,swastika
trust,swear
fear,sweat
anticipation,sweet
anticipation,sweetheart
anticipation,sweets
fear,swelling
fear,swerve
disgust,swig
anticipation,swim
disgust,swine
joy,symmetry
fear,sympathetic
sadness,sympathize
sadness,sympathy
anticipation,symphony
anticipation,synchronize
fear,syncope
trust,synergistic
trust,synod
fear,synonymous
fear,syringe
trust,system
disgust,taboo
anticipation,tabulate
anger,tackle
fear,tactics
sadness,taint
anger,talons
trust,tandem
anticipation,tantalizing
trust,tantamount
anger,tariff
disgust,tarnish
disgust,tasteless
trust,taught
anger,taunt
disgust,tawny
sadness,tax
joy,teach
trust,teacher
trust,team
disgust,tearful
anger,tease
anger,teasing
disgust,teeming
trust,temperate
anger,tempest
joy,tender
joy,tenderness
anger,tension
fear,terminal
sadness,terminate
sadness,termination
disgust,termite
anger,terrible
sadness,terribly
sadness,terrific
fear,terror
anger,terrorism
anger,terrorist
anger,terrorize
anticipation,testament
trust,testimony
disgust,tetanus
joy,thankful
joy,thanksgiving
anger,theft
disgust,theism
anger,theocratic
trust,theological
anticipation,theology
trust,theorem
anticipation,theory
joy,therapeutic
anticipation,thermocouple
trust,thermometer
anger,thief
anticipation,thirst
fear,thirteenth
fear,thorny
anticipation,thought
trust,thoughtful
anger,thoughtless
anger,thrash
anger,threat
anger,threaten
anger,threatening
anger,thresh
disgust,thrift
anticipation,thrill
anticipation,thrilling
anticipation,thriving
fear,throb
trust,throne
anger,throttle
anger,thug
anger,thump
fear,thumping
anger,thundering
surprise,thwart
anticipation,tickle
anger,tiff
anger,tighten
anticipation,time
fear,timid
anticipation,timidity
joy,tinsel
anger,tirade
trust,title
disgust,toad
joy,toast
disgust,toilet
anger,tolerate
sadness,tomb
anticipation,tomorrow
fear,toothache
anticipation,top
surprise,topple
anger,torment
fear,tornado
anger,torpedo
fear,torrent
anger,tortious
anger,torture
anger,touchy
sadness,tough
anger,toughness
anticipation,towering
disgust,toxic
fear,toxin
anticipation,track
fear,tract
trust,trade
fear,tragedy
trust,trainer
anger,traitor
disgust,tramp
joy,tranquil
joy,tranquility
trust,transaction
anticipation,transcendence
trust,transcript
anticipation,transitional
trust,translation
disgust,trash
disgust,trashy
anger,traumatic
disgust,travesty
anger,treacherous
anger,treachery
anticipation,treadmill
anger,treason
anticipation,treasure
trust,treasurer
anger,treat
anger,tree
fear,trembling
anger,tremor
anticipation,trepidation
anger,trespass
trust,tribe
fear,tribulation
anticipation,tribunal
trust,tribune
anticipation,tributary
surprise,trick
anger,trickery
surprise,trip
anger,tripping
anticipation,triumph
anticipation,triumphant
anger,troll
anticipation,trophy
anger,troublesome
joy,truce
trust,truck
joy,true
surprise,trump
trust,truss
trust,trust
trust,trustee
trust,truth
trust,truthful
trust,truthfulness
fear,tumor
fear,tumour
anger,tumult
anger,tumultuous
anger,turbulence
fear,turbulent
anger,turmoil
anger,tussle
trust,tutelage
anticipation,twinkle
fear,typhoon
anger,tyrannical
fear,tyranny
anger,tyrant
disgust,ugliness
disgust,ugly
anger,ulcer
anticipation,ultimate
anticipation,ultimately
anger,ultimatum
trust,umpire
sadness,unable
sadness,unacceptable
anticipation,unaccountable
sadness,unacknowledged
surprise,unanticipated
anger,unattainable
disgust,unattractive
disgust,unbearable
anticipation,unbeaten
anger,unbridled
trust,unbroken
fear,uncanny
anger,uncaring
anger,uncertain
disgust,unclean
disgust,unconscionable
joy,unconstrained
anger,uncontrollable
surprise,uncover
anticipation,undecided
surprise,underestimate
anger,underpaid
trust,understanding
sadness,undertaker
anticipation,undertaking
trust,underwrite
anger,undesirable
sadness,undesired
anticipation,undisclosed
surprise,undiscovered
anticipation,undoubted
anticipation,undying
anticipation,uneasiness
disgust,uneasy
sadness,uneducated
fear,unemployed
anger,unequal
trust,unequivocal
anticipation,unexpected
surprise,unexpectedly
anticipation,unexplained
anger,unfair
anger,unfairness
disgust,unfaithful
disgust,unfavorable
anticipation,unfold
surprise,unforeseen
anger,unforgiving
sadness,unfortunate
anger,unfriendly
anger,unfulfilled
sadness,ungodly
anger,ungrateful
surprise,unguarded
sadness,unhappiness
anger,unhappy
disgust,unhealthy
fear,unholy
anticipation,unification
surprise,unimaginable
sadness,unimportant
sadness,uninspired
surprise,unintended
surprise,unintentional
surprise,unintentionally
sadness,uninterested
sadness,uninteresting
sadness,uninvited
surprise,unique
trust,united
trust,unity
anticipation,university
anger,unjust
anger,unjustifiable
anger,unkind
anticipation,unknown
anger,unlawful
anger,unlucky
disgust,unmanageable
disgust,unnatural
anger,unpaid
disgust,unpleasant
disgust,unpopular
surprise,unprecedented
surprise,unpredictable
anticipation,unpublished
trust,unquestionable
trust,unquestionably
trust,unquestioned
trust,unreliable
sadness,unrequited
anticipation,unresolved
fear,unrest
anger,unruly
fear,unsafe
disgust,unsatisfactory
disgust,unsatisfied
sadness,unseat
anger,unsettled
disgust,unsightly
fear,unspeakable
fear,unstable
fear,unsteady
sadness,unsuccessful
anticipation,unsurpassed
surprise,unsuspecting
anger,unsympathetic
anger,unthinkable
disgust,untidy
joy,untie
sadness,untitled
anticipation,untold
anger,untoward
anger,untrustworthy
anticipation,unverified
disgust,unwashed
trust,unwavering
sadness,unwelcome
sadness,unwell
disgust,unworthy
anger,upheaval
anticipation,uphill
anticipation,uplift
trust,upright
anger,uprising
anger,upset
anticipation,urgency
anticipation,urgent
sadness,urn
trust,usher
trust,usual
anger,usurp
anger,usurped
anticipation,utopian
anticipation,vacation
disgust,vacuous
disgust,vainly
fear,validity
trust,valor
anger,vampire
surprise,vanish
fear,vanished
surprise,variable
disgust,varicella
sadness,veal
fear,veer
disgust,vegetative
anger,vehement
anger,vendetta
anticipation,venerable
anger,vengeance
anger,vengeful
anger,venom
anger,venomous
anger,vent
anticipation,veracity
fear,verdict
anticipation,verge
trust,verification
trust,verified
trust,verily
anger,vermin
joy,vernal
anger,versus
fear,vertigo
disgust,vesicular
trust,veteran
anger,veto
trust,vicar
anger,vicious
anger,victim
anger,victimized
joy,victor
joy,victorious
anticipation,victory
anticipation,vigil
anticipation,vigilance
fear,vigilant
trust,vigorous
trust,villager
fear,villain
anger,villainous
anger,vindicate
anticipation,vindication
anger,vindictive
anger,violation
anger,violence
anger,violent
anger,violently
fear,viper
trust,virgin
anticipation,virginity
trust,virtue
joy,virtuous
anger,virulence
anticipation,vision
anticipation,visionary
anticipation,visitor
anticipation,visor
joy,vitality
joy,vivacious
joy,vivid
anger,volatility
fear,volcano
anticipation,volunteer
trust,volunteers
anticipation,voluptuous
disgust,vomit
anger,vote
trust,votive
trust,vouch
trust,voucher
anticipation,vow
anticipation,voyage
disgust,vulgar
anger,vulgarity
fear,vulnerability
disgust,vulture
anger,waffle
joy,wages
fear,wail
anticipation,wait
disgust,wallow
fear,wan
sadness,wane
sadness,wanting
fear,war
anger,warden
fear,ware
anger,warfare
anger,warlike
fear,warlock
anticipation,warn
anticipation,warned
fear,warning
anger,warp
trust,warranty
anger,warrior
disgust,wart
fear,wary
disgust,waste
anger,wasted
anger,wasteful
disgust,wasting
anticipation,watch
trust,watchdog
trust,watchful
trust,watchman
fear,waver
fear,weakly
joy,wealth
trust,wear
sadness,wearily
sadness,weariness
sadness,weary
sadness,weeds
sadness,weep
sadness,weeping
anticipation,weigh
anticipation,weight
fear,weighty
disgust,weird
fear,weirdo
joy,welcomed
anger,wench
anticipation,whim
fear,whimper
joy,whimsical
disgust,whine
anger,whip
fear,whirlpool
fear,whirlwind
anticipation,white
joy,whiteness
trust,wholesome
disgust,whore
fear,wicked
disgust,wickedness
sadness,widow
sadness,widower
surprise,wild
anticipation,wilderness
fear,wildfire
anger,willful
disgust,wimp
anger,wimpy
anger,wince
anticipation,winner
anticipation,winning
anticipation,winnings
anger,wireless
trust,wisdom
anticipation,wishful
anger,witch
anger,witchcraft
sadness,withdraw
sadness,wither
disgust,withered
anticipation,withstand
trust,witness
joy,witty
anticipation,wizard
disgust,woe
sadness,woeful
disgust,woefully
joy,wonderful
joy,wonderfully
anticipation,wont
anger,wop
trust,word
anger,words
anticipation,worm
sadness,worn
sadness,worried
anticipation,worry
anticipation,worrying
fear,worse
disgust,worsening
anticipation,worship
anger,worthless
trust,worthy
trust,wot
anger,wound
anger,wrangling
anger,wrath
anger,wreak
anger,wreck
anger,wrecked
anger,wretch
disgust,wretched
anger,wring
sadness,wrinkled
anger,wrongdoing
anger,wrongful
anger,wrongly
fear,xenophobia
anticipation,yearning
anger,yell
anger,yelp
anticipation,young
anger,youth
surprise,zany
anticipation,zeal
joy,zealous
anticipation,zest
